priority,business_name,phone,phone_type,category,city,state,source,discovery_method,website,is_sole_proprietor,found_at
standard,"Welcome to Lawn Squad® of Boca Raton, FL",(561) 621-9217,business,lawn care,Boca Raton,FL,google_ddg_search,business_website,https://lawnsquad.com/areas-we-serve/the-palm-beaches/boca-raton-fl/,False,2026-07-22T22:02:55
standard,"Lawn Care Services in Boca Raton, FL",(561) 383-2818,business,lawn care,Boca Raton,FL,google_ddg_search,business_website,https://www.lawndoctor.com/boyntonbeach-fl/lawn-care-in-boca-raton/,False,2026-07-22T22:02:56
standard,Thevery bestlawn care services in Pompano Beach,(954) 870-4668,business,lawn care,Pompano Beach,FL,google_ddg_search,business_website,https://lawnlove.com/florida/fort-lauderdale-lawn-care/pompano-beach-lawn-care,False,2026-07-22T22:03:06
standard,Pompano Beach Lawn Care Services,(954) 941-5079,business,lawn care,Pompano Beach,FL,google_ddg_search,business_website,https://sunlightlandscape.com/service-area/lawn-care-pompano-beach-fl/,False,2026-07-22T22:03:08
standard,"Miami, FL lawn care service starting at $19",(786) 724-1148,business,lawn care,Miami,FL,google_ddg_search,business_website,https://www.lawnstarter.com/miami-fl-lawn-care,False,2026-07-22T22:03:15
standard,"Welcome to Lawn Squad® of Miami, FL",(786) 371-0754,business,lawn care,Miami,FL,google_ddg_search,business_website,https://lawnsquad.com/areas-we-serve/south-miami-fl/miami-fl/,False,2026-07-22T22:03:16
standard,Thevery bestlawn care services in Miami,(305) 694-2567,business,lawn care,Miami,FL,google_ddg_search,business_website,https://lawnlove.com/florida/miami-lawn-care,False,2026-07-22T22:03:17
standard,"Lawn Care Services in Miami, Florida",(305) 964-8146,business,lawn care,Miami,FL,google_ddg_search,business_website,https://www.groundsguys.com/locations/florida/miami/lawn-care/,False,2026-07-22T22:03:17
standard,Thevery bestlawn care services in Tampa,(813) 867-4715,business,lawn care,Tampa,FL,google_ddg_search,business_website,https://lawnlove.com/florida/tampa-lawn-care,False,2026-07-22T22:03:47
standard,A Perfect Lawn Without The Work.,(813) 681-1640,business,lawn care,Tampa,FL,google_ddg_search,business_website,https://myfourseasonslawncare.com/,False,2026-07-22T22:03:48
standard,"Tampa, FL lawn care service starting at $19",(813) 540-3052,business,lawn care,Tampa,FL,google_ddg_search,business_website,https://www.lawnstarter.com/tampa-fl-lawn-care,False,2026-07-22T22:03:48
standard,Lawn Doctor of NW Tampa - East New Port Richey - Odessa: You,(813) 773-1809,business,lawn care,Tampa,FL,google_ddg_search,business_website,https://www.lawndoctor.com/northwest-tampa-fl/,False,2026-07-22T22:03:49
standard,"Ocala, FL lawn care service starting at $19",(352) 275-5469,business,lawn care,Ocala,FL,google_ddg_search,business_website,https://www.lawnstarter.com/ocala-fl-lawn-care,False,2026-07-22T22:04:14
standard,Lawn Doctor of Ocala-Homosassa: Your Local Lawn Service Expe,(352) 307-2340,business,lawn care,Ocala,FL,google_ddg_search,business_website,https://www.lawndoctor.com/ocala-fl/,False,2026-07-22T22:04:15
standard,Thevery bestlawn care services in Port St Lucie,(772) 877-0592,business,lawn care,Port St Lucie,FL,google_ddg_search,business_website,https://lawnlove.com/florida/port-st-lucie-lawn-care,False,2026-07-22T22:04:30
standard,"Lawn Care Services in Port Saint Lucie, Florida",(772) 272-9957,business,lawn care,Port St Lucie,FL,google_ddg_search,business_website,https://www.groundsguys.com/locations/florida/port-saint-lucie/lawn-care/,False,2026-07-22T22:04:31
standard,"Holly Pineda, LCSW",(813) 467-6966,mobile,lcsw therapist,Thonotosassa,FL,ddg_search,,https://www.healthgrades.com/providers/holly-pineda-ukl3fq,True,2026-07-23T12:02:58
standard,Therapist,(813) 669-2437,mobile,lcsw therapist,Wesley Chapel,FL,ddg_search,,https://www.magnoliacounselingfl.com/,True,2026-07-23T12:04:34
standard,Psychotherapist in Miami Beach FL - Start Feeling Like Yours,(786) 408-4741,mobile,lcsw therapist,South Beach,FL,bing_search,,https://www.onthebeachcounseling.com,True,2026-07-23T12:05:20
standard,"Gail Greenhut, LCSW",(352) 222-5487,mobile,lcsw therapist,Gainesville,FL,ddg_search,,https://gailgreenhutlcsw.com/,True,2026-07-23T12:05:59
standard,"Mental health made easy, covered by insurance",(352) 929-8316,mobile,lcsw therapist,Griffin,FL,bing_search,,https://growtherapy.com,True,2026-07-23T12:08:12
standard,Help for hurting families.,(904) 254-2440,mobile,lcsw therapist,Jacksonville,FL,ddg_search,,https://floridaattachment.org/,True,2026-07-23T12:11:57
standard,"Krista Garland, LCSW",(941) 216-5576,mobile,lcsw therapist,Palmetto,FL,ddg_search,,https://www.marriage.com/experts/krista-garland,True,2026-07-23T12:19:35
standard,Change Begins With Vulnerability,(239) 250-0068,mobile,lcsw therapist,Fort Myers,FL,ddg_search,,https://aleciarager.com/,True,2026-07-23T12:28:52
standard,Miramar,(561) 200-2832,mobile,locksmith,Miramar,FL,google_ddg_search,sole_proprietor_search,https://stressfreelocksmith.com/miramar/,True,2026-07-22T21:59:29
standard,LocksmithMiramar Locksmith,(954) 751-6972,mobile,locksmith,Miramar,FL,google_ddg_search,sole_proprietor_search,https://www.locksmithconnections.com/florida/fort-lauderdale/locksmith-miramar-fl/miramar-locksmith/,True,2026-07-22T21:59:31
standard,Miramar Locksmith & Key,(954) 241-1601,mobile,locksmith,Miramar,FL,google_ddg_search,sole_proprietor_search,https://miramarlocksmithco.com/,True,2026-07-22T21:59:35
standard,Miramar Locksmith,(786) 228-5779,mobile,locksmith,Miramar,FL,google_ddg_search,sole_proprietor_search,http://www.miramarslocksmith.com/,True,2026-07-22T21:59:35
standard,"Locksmith inMiramar, FL",(954) 466-7165,mobile,locksmith,Miramar,FL,google_ddg_search,sole_proprietor_search,https://tritonlocksmith.com/service-areas/miramar/,True,2026-07-22T21:59:35
standard,"Locksmith Boca Raton, FL",(407) 415-1588,mobile,locksmith,Boca Raton,FL,google_ddg_search,sole_proprietor_search,https://superlocksmithfl.com/locksmith-in-boca-raton-fl/,True,2026-07-22T21:59:56
standard,full service locksmith,(561) 852-0433,mobile,locksmith,Boca Raton,FL,google_ddg_search,sole_proprietor_search,https://thanksalock.com/,True,2026-07-22T21:59:56
standard,Clearwater Locksmith,(727) 498-2167,mobile,locksmith,Clearwater,FL,google_ddg_search,sole_proprietor_search,https://www.clearwaterlocksmith.org/,True,2026-07-22T22:00:28
standard,404 Page Not Found,(321) 294-0415,mobile,locksmith,Clearwater,FL,google_ddg_search,sole_proprietor_search,https://www.247locksmiths.io/fl/clearwater/,True,2026-07-22T22:00:31
standard,"Locksmith Davie, FL",(954) 947-7666,mobile,locksmith,Davie,FL,google_ddg_search,sole_proprietor_search,https://www.us-locksmith.com/davie-locksmith,True,2026-07-22T22:01:08
standard,Davie,(561) 328-3308,mobile,locksmith,Davie,FL,google_ddg_search,sole_proprietor_search,https://kwikeylocksmithservices.com/davie/,True,2026-07-22T22:01:10
standard,LOCKSMITH FORT LAUDERDALE FL,(954) 419-8072,mobile,locksmith,Fort Lauderdale,FL,google_ddg_search,sole_proprietor_search,https://www.call5starlocksmith.com/locksmith-fort-lauderdale-fl,True,2026-07-22T22:01:16
standard,Fort LauderdaleLocksmithService,(954) 420-7121,mobile,locksmith,Fort Lauderdale,FL,google_ddg_search,sole_proprietor_search,https://finelocksmithusa.com/fort-lauderdale-locksmith/,True,2026-07-22T22:01:18
standard,"Locksmith in Gainesville, FL",(352) 290-7035,mobile,locksmith,Gainesville,FL,google_ddg_search,sole_proprietor_search,https://besecurelocksmith.com/service-areas/locksmith-gainesville-fl/,True,2026-07-22T22:01:23
standard,American Locksmiths,(352) 377-6653,mobile,locksmith,Gainesville,FL,google_ddg_search,sole_proprietor_search,https://www.americanlocksmithsfl.com/,True,2026-07-22T22:01:24
standard,LocksmithGainesville,(813) 285-4886,mobile,locksmith,Gainesville,FL,google_ddg_search,sole_proprietor_search,https://superlockandkey.com/locksmith/gainesville/fl/,True,2026-07-22T22:01:25
standard,Daytona BeachLock And Key,(386) 868-0402,mobile,locksmith,Daytona Beach,FL,google_ddg_search,sole_proprietor_search,https://daytonabeachlockandkey.com/,True,2026-07-22T22:01:33
standard,352-861-8038,(352) 861-8038,mobile,locksmith,Ocala,FL,google_ddg_search,sole_proprietor_search,https://raysallprolocksmith.com/ocala-locksmith/,True,2026-07-22T22:01:38
standard,"Locksmith in Ocala, FL",(352) 325-7953,mobile,locksmith,Ocala,FL,google_ddg_search,sole_proprietor_search,https://besecurelocksmith.com/service-areas/locksmith-ocala-fl/,True,2026-07-22T22:01:39
standard,LocksmithSt. Petersburg FL,(727) 513-0884,mobile,locksmith,St Petersburg,FL,google_ddg_search,sole_proprietor_search,https://superlockandkey.com/locksmith-st-petersburg-fl/,True,2026-07-22T22:03:11
standard,St. Petersburg Locksmith,(727) 755-3975,mobile,locksmith,St Petersburg,FL,google_ddg_search,sole_proprietor_search,https://www.tommylocksmith.com/,True,2026-07-22T22:03:11
standard,Accurate Locksmith,(352) 553-0521,mobile,locksmith,Spring Hill,FL,google_ddg_search,sole_proprietor_search,https://www.springhilllocksmith.net/,True,2026-07-22T22:03:57
standard,"Best Locksmiths inJacksonville, FL",(863) 398-4917,mobile,locksmith,Jacksonville,FL,google_ddg_search,sole_proprietor_search,https://www.locksmithsup.com/jacksonville-fl,True,2026-07-22T22:04:19
standard,Your TrustedJacksonvilleLocksmiths,(772) 351-8030,mobile,locksmith,Jacksonville,FL,google_ddg_search,sole_proprietor_search,https://www.popalock.com/franchise/jacksonville-fl/,True,2026-07-22T22:04:19
standard,"Locksmith Jacksonville, FL",(904) 922-8355,mobile,locksmith,Jacksonville,FL,google_ddg_search,sole_proprietor_search,https://locksmithsjacksonvillefl.com/,True,2026-07-22T22:04:21
standard,Brandon Locksmith Assistance,(813) 402-1206,mobile,locksmith,Brandon,FL,google_ddg_search,sole_proprietor_search,https://www.brandonlocksmith.net/,True,2026-07-22T22:04:24
standard,LocksmithBrandon FL,(813) 705-7834,mobile,locksmith,Brandon,FL,google_ddg_search,sole_proprietor_search,https://www.locksmithconnections.com/florida/tampa-bay/locksmith-brandon-fl/,True,2026-07-22T22:04:27
standard,"Locksmith Servicein Brandon, FL",(813) 945-4157,mobile,locksmith,Brandon,FL,google_ddg_search,sole_proprietor_search,https://www.locksmithsbrandon.com/,True,2026-07-22T22:04:27
standard,Locksmiths,(239) 933-1511,mobile,locksmith,Fort Myers,FL,google_ddg_search,sole_proprietor_search,https://www.koonslocksmiths.com/,True,2026-07-22T22:04:21
standard,LocksmithFort Myers FL,(239) 688-1067,mobile,locksmith,Fort Myers,FL,google_ddg_search,sole_proprietor_search,https://www.locksmithconnections.com/florida/fort-myers/locksmith-fort-myers-fl/,True,2026-07-22T22:04:24
standard,"Locksmith Pensacola, FL",(850) 398-4034,mobile,locksmith,Pensacola,FL,google_ddg_search,sole_proprietor_search,https://frogssafeandkey.com/locksmith-pensacola-fl/,True,2026-07-22T22:04:43
standard,Pensacola Locksmith,(850) 485-2021,mobile,locksmith,Pensacola,FL,google_ddg_search,sole_proprietor_search,https://abellocksmith.com/,True,2026-07-22T22:04:43
standard,Don't BreakYour Window.,(850) 505-7545,mobile,locksmith,Pensacola,FL,google_ddg_search,sole_proprietor_search,https://aceunlocks.com/,True,2026-07-22T22:04:43
standard,Your Pensacola Locksmith,(850) 476-4211,mobile,locksmith,Pensacola,FL,google_ddg_search,sole_proprietor_search,https://www.americanlocksafe.com/,True,2026-07-22T22:04:45
standard,South Florida Locksmith,(772) 460-1611,mobile,locksmith,Port St Lucie,FL,google_ddg_search,sole_proprietor_search,https://adamslocksmiths.com/,True,2026-07-22T22:04:54
standard,PORT SAINT LUCIE'SMOBILE LOCKSMITH,(772) 919-5914,mobile,locksmith,Port St Lucie,FL,google_ddg_search,sole_proprietor_search,https://www.lockpatriot.com/port-st-lucie-locksmith,True,2026-07-22T22:04:56
standard,"The Treasure Coast'sLicensed, TrustedLocksmith",(772) 758-1322,mobile,locksmith,Port St Lucie,FL,google_ddg_search,sole_proprietor_search,https://treasurecoastlocksmith.com/,True,2026-07-22T22:04:59
standard,Expert Locksmith Services in Boca Raton with Proven Results ,(954) 466-8961,business,locksmith,Boca Raton,FL,google_ddg_search,business_website,https://masteroflocks.com/locksmith-services-boca-raton/,False,2026-07-22T21:59:58
standard,"Trusted Locksmith Over 15 Years in Boca Raton, FL",(561) 769-0666,business,locksmith,Boca Raton,FL,google_ddg_search,business_website,https://autolocksmithboca.com/,False,2026-07-22T22:00:00
standard,Most Trusted Locksmith in Pinellas County,(727) 346-5573,business,locksmith,Clearwater,FL,google_ddg_search,business_website,https://www.imlocksmith.com/locksmith-clearwater,False,2026-07-22T22:00:32
standard,"Locksmith Services in Clearwater, FL",(813) 545-5462,business,locksmith,Clearwater,FL,google_ddg_search,business_website,https://themobilelocksmith.com/clearwater/,False,2026-07-22T22:00:35
standard,"Locksmith inFort Lauderdale, FL —Fast, Local & Trusted",(954) 204-0599,business,locksmith,Fort Lauderdale,FL,google_ddg_search,business_website,https://pbclocksmith.com/fort-lauderdale,False,2026-07-22T22:01:16
standard,Locking All Of Your Worries Away,(352) 378-0870,business,locksmith,Gainesville,FL,google_ddg_search,business_website,https://mobilelocksmithfl.com/,False,2026-07-22T22:01:23
standard,"Gainesville locksmith, Gainesville FLoida, keys and locksmit",(352) 538-4081,business,locksmith,Gainesville,FL,google_ddg_search,business_website,https://gainesvillelocksmithco.com/,False,2026-07-22T22:01:24
standard,"Daytona Beach Locksmiths - Residence, Commercial, Safe & Aut",(386) 233-9159,business,locksmith,Daytona Beach,FL,google_ddg_search,business_website,https://fl.allpages.com/daytona-beach/shopping-shopping-services/product-repair-services/locksmiths/,False,2026-07-22T22:01:34
standard,Locksmith Ocala FL – Car Key Replacement & Mobile Locksmith,(352) 276-0161,business,locksmith,Ocala,FL,google_ddg_search,business_website,https://aleolocksmithocala.com/,False,2026-07-22T22:01:40
