priority,business_name,phone,phone_type,category,city,state,source,discovery_method,website,is_sole_proprietor,found_at
standard,DC CONSTRUCTION AND MATERIALS LLC,4077611879,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,OWENS EXPRESS LLC,4077165635,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,LILAC LOGISTICS,7876682552,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,438XXPRESS LLC,4077285432,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,D&S CARGO SERVICE LLC,4076003911,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JOAQUIN A BRUZON,3216077629,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,C&D FREIGHTERS LLC,7864030420,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,EXPEDITED TRUCKING LLC,4078005527,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,EFFICIENT CANEL LOGISTICS LLC,4079707766,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,GILLTRANS,4072339207,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,CHEAP TOWS LLC,3215276406,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,MICHAEL F CONNOLLY,3868603039,mobile,trucking/logistics,DELTONA,FL,fmcsa_census,,,,
standard,GRANGE PREMIER TRANSPORTS LLC,4078019921,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,ATEX DISTRIBUTING LLC,4078144866,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,CINCO ESTRELLA XPRESS CORP,7874604953,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,MARCOS ENTERPRISES INC,3213883150,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,EMIRS 23 TOWING SERVICES,4075344128,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,AU FENNS LOGISTICS LLC,4074668097,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,RAYKEL TRUCKING INC,3216620984,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,ORTEGA & DIAZ TRUCKS LLC,7862014043,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,AVZ DELIVERY SERVICES CORP,7873542566,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,KCL TRANSPORT LLC,3862169490,mobile,trucking/logistics,DELTONA,FL,fmcsa_census,,,,
standard,MICHAEL SCARLETT,4072347213,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,LSR FREIGHT INC,3212309468,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,TRUCKING SERVICES D&J LLC,4072337011,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,ORANGE COUNTY TRANSPORT LLC,4077300146,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,BEST CARGO USA LLC,6892547871,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,OEL GROUP LLC,3177488674,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JM TOWING INC,4076164895,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,LTS- INTERMODAL LLC,4073852728,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,R5 TRANSPORTATION LLC,7867845994,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,CASSANDRA SINCLAIR,4075795885,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,SUM LOGISTICS INC,4078686878,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,GAMA TRUCKING LLC,4072831805,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JJE TRANSPORT LLC,4076172006,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,A1A ENTERTAINMENT EXPRESS,3216040573,mobile,trucking/logistics,MELBOURNE,FL,fmcsa_census,,,,
standard,JJTFL LLC,4075574831,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,FJ & MAY TRANSPORT LLC,4072437226,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,A1 TOWING & TRANSPORT SERVICES INC,4075529371,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,ANGEL VELOCITY TRANSPORT LLC,3218304889,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,TIER 1 TRANSPORT LLC,3212392368,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,GENTLE RIDE MEDICAL TRANSPORT LLC,5618751111,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,ABSOLUTE TOW SERVICES INC.,4072096967,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JIMENEZ TRANSPORT CORP,4697443159,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,MY PROPERTY SUPPORT LLC,5056828291,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,AMERICAN AUDIO VISUAL INC,4078888300,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JD FLORIDA CARRIER INC,3219472735,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,BIG DEAL DELIVERIES,4076847795,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,ORANGE DISTRIBUTORS INC,3216893976,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JUAN MIGUEL DOMINGUEZ,4072358329,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,K O P TRUCKING LLC,4072745805,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,WISERYDER LLC,3215076872,mobile,trucking/logistics,MELBOURNE,FL,fmcsa_census,,,,
standard,M LINFERNAL TRANSPORT LLC,4075875928,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,BLACK EAGLE TRANSPORTS INC,3212316875,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JMG TRANSPORT LLC,3212397611,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,MMT7 TRANSPORT INC,4072095138,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JPA EXPRESS INC,4078261541,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,MAIKLOGAN TRUCKING LLC,3058039600,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JL INTERNATIONAL LOGISTICS SERVICE LLC,4076759469,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JJC LOGISTICS LLC,4074889840,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,BE SMART MOVING SERVICES LLC,3212976034,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,BOX & TAPE MOVING AND STORAGE LLC,3214584155,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,SHERPA DELIVERY DIRECT LLC,7049075138,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,J&L LEGACY TRUCKING LLC,4074903106,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,ANGEL FELIX,7738292778,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,EDGARDO AGOSTO,3214380120,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,RIM LOGISTICS FL CORP,4077488489,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,JNOG INVESTMENTS LLC,4076842793,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,HUGHES & BROS PRECISION DELIVERY AND MOVING LLC,3218484192,mobile,trucking/logistics,MELBOURNE,FL,fmcsa_census,,,,
standard,JAMES REGISTER'S TREE SERVICE LLC,3867484597,mobile,trucking/logistics,DELTONA,FL,fmcsa_census,,,,
standard,ELEINER,4076663332,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,NELLY AUTO TRANSPORT INC,4074516813,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,NEW SUNRISE TRANSPORTATION,9396309433,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,WHIMPY MOVERS LLC,4075799209,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,ONE LOVE LOGISTICS LLC,4074511079,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,DKD LOGISTICS LLC,7864864922,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,INNOVATION TRUCKING INC,4074044649,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
standard,RECOVERY BROS LLC,2156035339,mobile,trucking/logistics,ORLANDO,FL,fmcsa_census,,,,
